interaction_id,user_id,article_id
403,1465,6
404,138,6
405,2656,6
406,2864,7
407,442,7
408,618,7
409,699,7
410,2005,7
411,994,7
412,2725,7
413,494,7
414,972,7
415,2940,7
416,1902,7
417,2550,7
418,2709,7
419,1961,7
420,589,7
421,1836,7
422,193,7
423,670,7
424,830,7
425,94,7
426,546,7
427,161,7
428,752,7
429,2618,7
430,897,7
431,935,7
432,490,8
433,2690,8
434,178,8
435,2778,8
436,2072,8
437,1158,8
438,1762,8
439,1097,8
440,2407,8
441,2686,8
442,975,8
443,835,8
444,165,8
445,123,8
446,1652,8
447,1279,8
448,78,8
449,1301,8
450,1756,8
451,2087,8
452,190,8
453,1323,9
454,2314,9
455,2595,9
456,2540,9
457,2228,9
458,1436,9
459,759,9
460,2866,9
461,2774,9
462,2423,9
463,651,9
464,2608,9
465,276,10
466,762,10
467,2680,10
468,621,10
469,1554,10
470,1044,10
471,513,10
472,271,10
473,2875,10
474,2076,10
475,2147,10
476,242,11
477,2313,11
478,2839,11
479,2126,11
480,474,11
481,1252,11
482,65,11
483,1924,11
484,1725,12
485,1304,12
486,841,12
487,2567,12
488,97,12
489,1660,12
490,995,12
491,2864,12
492,1908,12
493,1439,12
494,1248,12
495,1422,12
496,873,12
497,2421,12
498,850,12
499,2081,12
500,1961,12
501,1858,12
502,1544,12
503,2234,12
504,2150,12
505,731,12
506,1320,13
507,2152,13
508,1421,13
509,88,13
510,2060,13
511,1724,13
512,776,13
513,1898,13
514,1129,13
515,633,13
516,346,13
517,374,13
518,1244,13
519,7,13
520,2908,13
521,65,13
522,1262,13
523,2189,13
524,2798,13
525,2173,13
526,2969,13
527,125,13
528,3009,13
529,2586,13
530,2842,13
531,771,13
532,440,13
533,2024,13
534,1568,13
535,417,13
536,595,13
537,443,13
538,2473,13
539,2148,13
540,1141,13
541,2038,13
542,2697,13
543,1666,13
544,1553,13
545,1434,13
546,1170,13
547,1577,13
548,1660,13
549,2018,13
550,1302,13
551,2645,13
552,1049,13
553,643,13
554,1712,13
555,1632,13
556,2531,13
557,429,13
558,2782,13
559,1617,13
560,1793,13
561,1550,13
562,113,13
563,1508,13
564,796,13
565,1040,13
566,1510,13
567,285,13
568,227,13
569,591,13
570,1858,13
571,2698,13
572,647,13
573,2677,13
574,890,13
575,1286,13
576,2923,13
577,2882,13
578,2179,13
579,214,13
580,3016,13
581,2888,13
582,1201,13
583,406,13
584,2118,13
585,1045,13
586,277,13
587,489,14
588,443,14
589,2910,14
590,449,14
591,1589,14
592,610,14
593,238,14
594,628,14
595,170,14
596,430,14
597,1495,14
598,1991,14
599,270,14
600,1329,14
601,1778,14
602,1134,14
603,224,14
604,681,14
605,1408,14
606,3020,14
607,3038,14
608,2986,14
609,1277,14
610,980,14
611,734,14
612,48,14
613,290,14
614,1368,14
615,1030,14
616,557,14
617,2184,14
618,1087,14
619,2594,14
620,741,14
621,1639,14
622,569,14
623,1502,14
624,472,14
625,501,14
626,1873,14
627,797,14
628,535,14
629,135,14
630,1669,14
631,763,14
632,1367,14
633,2200,14
634,684,14
635,596,14
636,2759,14
637,2888,14
638,2023,14
639,1451,14
640,2767,14
641,1552,14
642,1079,14
643,1952,14
644,1663,14
645,389,14
646,948,14
647,2583,14
648,1156,14
649,2508,14
650,1334,14
651,2299,14
652,422,14
653,2828,14
654,1453,14
655,785,14
656,799,14
657,1116,14
658,2896,14
659,2040,14
660,1667,14
661,1356,14
662,2529,14
663,2587,14
664,884,14
665,1197,14
666,2438,14
667,2946,14
668,2144,14
669,1793,14
670,370,14
671,2401,14
672,845,14
673,2119,14
674,2782,14
675,559,14
676,1975,14
677,1266,14
678,540,14
679,88,14
680,1235,14
681,1763,14
682,484,15
683,1361,15
684,1125,15
685,823,15
686,2226,15
687,936,15
688,1644,15
689,2823,15
690,1642,15
691,551,15
692,310,15
693,2333,15
694,2552,15
695,578,15
696,679,15
697,979,15
698,1810,15
699,1902,15
700,2095,15
701,2767,15
702,889,15
703,2013,15
704,1710,15
705,2775,15
706,292,15
707,2170,15
708,2221,15
709,2802,15
710,974,15
711,1519,15
712,808,15
713,2639,15
714,964,15
715,1463,15
716,2901,15
717,2431,15
718,1165,15
719,3038,15
720,472,15
721,1578,15
722,1448,15
723,2432,15
724,2779,15
725,2230,15
726,1293,15
727,1551,15
728,66,15
729,1527,15
730,2423,15
731,1183,15
732,1611,15
733,105,15
734,1159,15
735,1434,15
736,772,15
737,98,15
738,2106,15
739,1314,15
740,761,15
741,1322,15
742,1433,15
743,22,15
744,2776,15
745,221,15
746,1362,15
747,643,15
748,1594,15
749,841,15
750,2622,15
751,1202,15
752,1949,15
753,758,15
754,62,15
755,1221,15
756,1631,15
757,1387,15
758,2933,15
759,2153,15
760,3037,15
761,2401,15
762,1696,15
763,1871,15
764,3006,15
765,2748,16
766,398,16
767,2130,16
768,1465,16
769,2811,16
770,2461,16
771,320,16
772,418,16
773,251,16
774,1579,16
775,365,16
776,2708,16
777,314,16
778,635,16
779,2459,16
780,327,16
781,1881,16
782,2279,16
783,590,16
784,193,16
785,2129,16
786,1086,16
787,1357,16
788,1734,16
789,574,16
790,2087,16
791,1011,16
792,473,16
793,676,16
794,1841,16
795,1700,16
796,2355,16
797,208,16
798,533,16
799,1163,16
800,2651,16
801,1634,16
802,2003,16
803,2385,16
804,2529,16
805,1440,16
806,1546,16
807,2190,16
808,795,16
809,2603,16
810,606,16
811,1032,16
812,1617,17
813,2581,17
814,219,17
815,95,17
816,1404,17
817,2918,17
818,839,17
819,2718,17
820,2493,17
821,2092,17
822,1555,17
823,1277,17
824,2489,17
825,2310,17
826,3042,17
827,1445,17
828,2461,17
829,131,17
830,2609,17
831,871,17
832,26,17
833,2741,17
834,484,17
835,2782,17
836,669,17
837,3032,17
838,1845,17
839,205,17
840,232,17
841,1807,17
842,2470,17
843,1342,17
844,1805,17
845,1621,17
846,2099,17
847,1427,17
848,2176,17
849,3039,17
850,1063,17
851,41,17
852,1688,17
853,2875,17
854,1916,17
855,1584,17
856,2430,17
857,781,17
858,2502,17
859,11,17
860,1897,17
861,2861,17
862,2397,17
863,1205,17
864,1894,17
865,626,17
866,184,18
867,2264,18
868,2564,18
869,2815,18
870,313,18
871,209,18
872,1433,18
873,218,18
874,59,18
875,79,18
876,1553,18
877,2477,18
878,391,18
879,1738,18
880,726,18
881,2228,18
882,2896,18
883,2683,18
884,1581,18
885,2540,18
886,565,18
887,212,18
888,2005,18
889,162,18
890,2731,18
891,2110,18
892,2905,18
893,950,18
894,1472,18
895,744,18
896,2015,18
897,2275,18
898,368,18
899,1437,18
900,1308,18
901,853,18
902,370,18
903,1556,18
904,514,18
905,1808,18
906,2208,18
907,604,18
908,2740,18
909,84,18
910,1590,18
911,971,18
912,696,18
913,1427,18
914,2569,18
915,2801,18
916,916,18
917,477,18
918,2197,18
919,1781,18
920,624,18
921,2321,18
922,1578,18
923,1996,18
924,1095,18
925,557,18
926,2309,18
927,485,18
928,2373,18
929,2430,18
930,62,18
931,820,18
932,1415,18
933,2812,18
934,1146,18
935,2674,18
936,1132,18
937,163,18
938,2266,18
939,775,18
940,2362,18
941,9,18
942,921,18
943,707,18
944,1813,18
945,579,18
946,427,18
947,732,18
948,93,18
949,2757,18
950,2539,18
951,1134,18
952,1762,18
953,1733,18
954,2531,18
955,731,18
956,894,18
957,910,18
958,953,18
959,2685,18
960,2794,18
961,340,18
962,1482,19
963,1693,19
964,66,19
965,2967,19
966,1608,19
967,1011,19
968,460,19
969,140,19
970,1271,19
971,992,19
972,728,19
973,2769,19
974,127,19
975,1503,19
976,1631,19
977,2957,19
978,741,19
979,1623,19
980,1598,19
981,2589,19
982,3038,19
983,332,19
984,814,19
985,1089,19
986,1496,19
987,2350,19
988,60,19
989,1373,19
990,409,19
991,1205,19
992,582,19
993,2308,19
994,973,19
995,1568,19
996,2683,19
997,355,19
998,906,19
999,901,19
1000,2327,19
1001,264,19
1002,1248,20
1003,2590,20
1004,2237,20
1005,2209,20
1006,2079,20
1007,726,20
1008,1678,20
1009,2350,20
1010,961,20
1011,1456,20
1012,2032,20
1013,151,20
1014,3018,20
1015,1081,20
1016,826,20
1017,2214,20
1018,852,20
1019,219,20
1020,2084,20
1021,762,20
1022,2279,20
1023,2348,20
1024,3019,20
1025,823,20
1026,2483,20
1027,497,20
1028,117,20
1029,1689,20
1030,1762,20
1031,917,20
1032,1108,20
1033,590,20
1034,2507,20
1035,1482,20
1036,2066,20
1037,2407,20
1038,2990,21
1039,2050,21
1040,2346,21
1041,2704,21
1042,728,21
1043,2228,21
1044,629,21
1045,651,21
1046,2982,21
1047,1314,21
1048,561,21
1049,1001,21
1050,1205,21
1051,1904,21
1052,2822,21
1053,3008,21
1054,1991,21
1055,975,21
1056,2611,21
1057,673,21
1058,329,21
1059,2636,21
1060,917,21
1061,2059,21
1062,1410,21
1063,863,21
1064,1673,21
1065,1349,21
1066,1556,21
1067,2873,21
1068,1949,21
1069,2750,21
1070,338,21
1071,2586,21
1072,603,21
1073,798,21
1074,820,21
1075,1350,21
1076,988,21
1077,814,21
1078,164,21
1079,1032,21
1080,544,21
1081,683,21
1082,622,21
1083,4,21
1084,1433,21
1085,123,21
1086,3034,21
1087,664,21
1088,938,21
1089,1400,21
1090,2576,21
1091,2447,21
1092,395,21
1093,390,21
1094,1256,21
1095,2658,21
1096,2698,21
1097,332,21
1098,1757,21
1099,482,21
1100,2805,21
1101,1373,21
1102,259,21
1103,1770,21
1104,1233,21
1105,2475,21
1106,2674,21
1107,821,21
1108,486,21
1109,926,21
1110,110,21
1111,844,21
1112,2017,21
1113,439,21
1114,345,21
1115,415,21
1116,240,21
1117,2673,21
1118,2881,21
1119,2320,21
1120,2249,21
1121,3038,21
1122,1055,21
1123,1368,21
1124,2609,21
1125,2224,21
1126,1427,21
1127,2218,21
1128,2604,21
1129,1445,21
1130,1598,21
1131,2364,21
1132,2980,21
1133,1341,21
1134,1039,21
1135,1139,21
1136,418,21
1137,903,21
1138,264,21
1139,1300,21
1140,519,21
1141,1063,21
1142,1872,22
1143,598,22
1144,458,22
1145,1350,22
1146,1654,22
1147,218,22
1148,1019,22
1149,2452,22
1150,1847,22
1151,1237,22
1152,2803,22
1153,1041,22
1154,2080,22
1155,2376,22
1156,860,22
1157,1337,22
1158,2654,22
1159,609,22
1160,1459,22
1161,2826,22
1162,1522,23
1163,1323,23
1164,2013,23
1165,1349,23
1166,21,23
1167,232,23
1168,1303,23
1169,826,23
1170,2004,23
1171,933,23
1172,2804,23
1173,2946,23
1174,2650,23
1175,2290,23
1176,2915,23
1177,957,23
1178,1448,23
1179,2313,24
1180,1318,24
1181,647,24
1182,2486,24
1183,1233,24
1184,1823,24
1185,1769,24
1186,2877,24
1187,52,24
1188,731,24
1189,1519,24
1190,1685,24
1191,825,24
1192,2029,24
1193,2146,24
1194,1240,24
1195,1220,24
1196,1248,24
1197,2780,24
1198,2259,24
1199,1004,24
1200,2523,24
1201,229,24
1202,385,24
1203,1284,24
1204,826,24
1205,1298,24
1206,1197,24
1207,909,24
1208,426,24
1209,626,24
1210,2231,25
1211,2457,25
1212,393,25
1213,269,25
1214,1397,25
1215,1926,25
1216,838,25
1217,1535,25
1218,2713,25
1219,815,25
1220,2362,25
1221,2022,25
1222,359,25
1223,885,25
1224,735,25
1225,1940,25
1226,1312,25
1227,744,25
1228,2121,25
1229,1788,25
1230,1691,25
1231,684,25
1232,1173,25
1233,1106,25
1234,462,25
1235,1830,25
1236,1840,25
1237,1032,25
1238,2579,25
1239,2119,25
1240,1193,25
1241,3048,25
1242,696,25
1243,1333,25
1244,811,25
1245,2112,25
1246,1454,25
1247,683,25
1248,1537,25
1249,2719,25
1250,2413,25
1251,1514,25
1252,869,25
1253,556,25
1254,2687,25
1255,2163,25
1256,2690,25
1257,380,25
1258,2081,25
1259,670,25
1260,376,25
1261,1405,25
1262,2878,25
1263,982,25
1264,2287,25
1265,2038,25
1266,2815,25
1267,1231,25
1268,1180,25
1269,499,25
1270,827,25
1271,2691,25
1272,1434,25
1273,668,25
1274,1468,25
1275,2186,25
1276,863,25
1277,2312,25
1278,1924,25
1279,2397,25
1280,763,25
1281,1927,25
1282,475,25
1283,1107,25
1284,2210,25
1285,1929,25
1286,583,25
1287,2615,25
1288,165,25
1289,3000,25
1290,1617,25
1291,2441,25
1292,2385,25
1293,2109,25
1294,705,25
1295,2264,25
1296,2988,25
1297,732,25
1298,2617,25
1299,1100,25
1300,491,25
1301,492,25
1302,1472,25
1303,729,25
1304,31,25
1305,1128,25
1306,964,25
1307,98,25
1308,1900,25
1309,1914,25
1310,220,25
1311,961,25
1312,2667,25
1313,1781,25
1314,1404,25
1315,634,25
1316,2484,25
1317,2802,25
1318,2791,25
1319,498,26
1320,927,26
1321,1005,26
1322,1933,26
1323,588,26
1324,2812,26
1325,317,26
1326,25,26
1327,2605,26
1328,2145,26
1329,1080,26
1330,1826,26
1331,691,26
1332,521,26
1333,1425,26
1334,1884,26
1335,2023,26
1336,2340,26
1337,517,26
1338,136,26
1339,1324,26
1340,2360,26
1341,1989,26
1342,2137,26
1343,1221,26
1344,727,26
1345,1617,26
1346,634,26
1347,2216,26
1348,610,26
1349,877,26
1350,1538,26
1351,1473,26
1352,1837,26
1353,1320,26
1354,2813,26
1355,2563,26
1356,2689,26
1357,1923,26
1358,1939,26
1359,1861,26
1360,1314,26
1361,975,26
1362,1812,26
1363,81,26
1364,27,26
1365,2594,26
1366,1598,26
1367,1883,26
1368,615,26
1369,2738,26
1370,590,26
1371,2708,26
1372,2327,26
1373,741,26
1374,466,26
1375,958,26
1376,1206,26
1377,748,26
1378,3045,26
1379,712,26
1380,2536,26
1381,492,26
1382,2987,26
1383,698,26
1384,1273,26
1385,1707,26
1386,375,26
1387,2493,26
1388,825,26
1389,1673,26
1390,1674,26
1391,1840,26
1392,173,26
1393,522,26
1394,500,26
1395,911,26
1396,448,26
1397,2818,26
1398,1559,26
1399,1906,26
1400,1089,26
1401,828,26
1402,1528,26
1403,888,26
1404,1043,26
1405,1367,26
1406,1535,26
1407,3001,26
1408,690,26
1409,1477,26
1410,462,26
1411,1062,26
1412,2188,26
1413,539,26
1414,1778,26
1415,1256,26
1416,161,26
1417,2855,26
1418,1247,26
1419,2388,26
1420,1255,26
1421,2870,26
1422,874,26
1423,1244,26
1424,2316,26
1425,1108,26
1426,3034,26
1427,1696,26
1428,2102,26
1429,1964,26
1430,2528,26
1431,2628,26
1432,1722,26
1433,73,26
1434,1881,26
1435,2520,26
1436,1360,26
1437,512,26
1438,868,26
1439,1550,26
1440,2555,26
1441,533,26
1442,2299,26
1443,2865,26
1444,363,26
1445,2834,26
1446,166,26
1447,1536,26
1448,1903,26
1449,1307,26
1450,1691,26
1451,1685,26
1452,131,26
1453,660,26
1454,2805,26
1455,2976,26
1456,903,26
1457,542,26
1458,679,26
1459,1444,26
1460,1517,26
1461,125,26
1462,703,26
1463,1901,26
1464,1721,26
1465,967,26
1466,2844,26
1467,1001,26
1468,2549,26
1469,1462,26
1470,2733,26
1471,830,26
1472,2012,26
1473,271,26
1474,1433,26
1475,671,26
1476,196,26
1477,14,26
1478,985,26
1479,1806,26
1480,1374,26
1481,910,26
1482,3023,26
1483,2874,26
1484,394,26
1485,1252,26
1486,1982,26
1487,2238,26
1488,1116,26
1489,2280,26
1490,389,26
1491,1003,26
1492,2185,26
1493,2557,26
1494,146,26
1495,150,26
1496,595,26
1497,16,26
1498,1531,26
1499,1609,26
1500,2011,26
1501,1165,26
1502,12,26
1503,2054,26
1504,169,26
1505,2643,26
1506,2735,26
1507,1750,26
1508,1859,26
1509,2079,26
1510,382,26
1511,2058,26
1512,2694,26
1513,2968,26
1514,1337,26
1515,1045,26
1516,1653,26
1517,776,26
1518,534,26
1519,527,26
1520,1386,26
1521,526,26
1522,64,26
1523,162,26
1524,2845,26
1525,227,26
1526,1371,26
1527,755,26
1528,2938,26
1529,2792,26
1530,1227,26
1531,1364,26
1532,1148,26
1533,116,26
1534,885,26
1535,381,26
1536,314,26
1537,1731,26
1538,302,27
1539,316,27
1540,1333,27
1541,16,27
1542,730,27
1543,1225,27
1544,1915,27
1545,569,27
1546,1321,27
1547,1726,27
1548,429,27
1549,924,27
1550,791,27
1551,1995,27
1552,1547,27
1553,625,27
1554,2509,27
1555,1448,27
1556,779,27
1557,2296,27
1558,1838,27
1559,1290,27
1560,599,27
1561,1122,27
1562,995,27
1563,2806,27
1564,2675,27
1565,1158,27
1566,2195,28
1567,550,28
1568,2231,28
1569,349,28
1570,1693,28
1571,927,28
1572,1859,28
1573,1785,28
1574,283,28
1575,1690,28
1576,1877,28
1577,2216,28
1578,41,28
1579,3044,28
1580,888,28
1581,568,28
1582,763,28
1583,1052,28
1584,1949,28
1585,126,28
1586,1228,28
1587,996,28
1588,1936,28
1589,129,28
1590,2816,28
1591,1321,28
1592,2267,28
1593,751,28
1594,2364,28
1595,2119,28
1596,2031,28
1597,831,28
1598,1030,28
1599,133,28
1600,1782,29
1601,899,29
1602,216,29
1603,2207,29
1604,2287,29
1605,2032,29
1606,633,29
1607,2793,29
1608,2299,29
1609,2011,29
1610,1989,29
1611,2765,29
1612,2840,29
1613,1826,29
1614,1256,29
1615,1107,29
1616,2501,29
1617,1966,29
1618,239,29
1619,439,29
1620,2751,29
1621,2708,29
1622,2903,29
1623,1294,29
1624,2388,29
1625,2529,29
1626,956,29
1627,449,29
1628,3038,29
1629,94,29
1630,1832,29
1631,1987,29
1632,2080,29
1633,774,29
1634,2201,29
1635,669,29
1636,2532,29
1637,678,29
1638,2122,29
1639,2386,29
1640,586,29
1641,735,29
1642,2376,29
1643,267,29
1644,590,29
1645,1376,29
1646,2846,29
1647,1719,29
1648,1174,29
1649,2983,29
1650,1400,29
1651,1314,29
1652,1242,29
1653,944,29
1654,988,29
1655,2098,29
1656,128,29
1657,624,29
1658,1162,29
1659,452,29
1660,1685,29
1661,2226,29
1662,1078,29
1663,509,29
1664,701,29
1665,2498,29
1666,807,29
1667,2362,29
1668,1001,29
1669,2219,29
1670,1415,29
1671,98,29
1672,2925,29
1673,455,29
1674,1073,29
1675,1164,29
1676,1482,29
1677,2391,29
1678,22,29
1679,2853,29
1680,1972,29
1681,2899,29
1682,2495,29
1683,2839,29
1684,1837,29
1685,1088,29
1686,1336,29
1687,1291,29
1688,2232,29
1689,281,29
1690,2534,29
1691,634,29
1692,2881,29
1693,481,29
1694,404,29
1695,2477,29
1696,2499,29
1697,2254,29
1698,2928,29
1699,812,29
1700,2523,29
1701,1069,29
1702,1635,29
1703,1345,29
1704,20,29
1705,1757,29
1706,2284,29
1707,539,29
1708,2850,29
1709,1617,29
1710,552,29
1711,1971,29
1712,594,29
1713,199,29
1714,2090,29
1715,343,29
1716,329,29
1717,2259,29
1718,172,29
1719,2471,29
1720,2424,29
1721,436,29
1722,1576,29
1723,294,29
1724,1931,29
1725,197,29
1726,2882,29
1727,644,29
1728,2082,29
1729,401,29
1730,647,29
1731,1362,29
1732,1752,29
1733,3045,29
1734,83,29
1735,2,29
1736,1064,29
1737,1115,29
1738,2705,29
1739,2792,29
1740,2694,29
1741,442,29
1742,2278,29
1743,945,29
1744,2024,29
1745,733,29
1746,980,29
1747,2623,29
1748,763,29
1749,2940,29
1750,925,29
1751,75,29
1752,771,29
1753,531,29
1754,1539,29
1755,350,29
1756,1912,29
1757,2674,29
1758,1103,29
1759,522,29
1760,1213,29
1761,2393,29
1762,1811,29
1763,310,29
1764,1634,29
1765,1414,29
1766,992,29
1767,341,29
1768,2990,29
1769,545,29
1770,595,29
1771,450,29
1772,1743,29
1773,1339,29
1774,760,29
1775,1299,29
1776,2053,29
1777,845,29
1778,2801,29
1779,615,29
1780,2912,29
1781,2474,29
1782,1041,29
1783,2567,29
1784,1578,29
1785,1052,29
1786,2562,29
1787,2298,29
1788,1852,29
1789,1124,29
1790,5,29
1791,2932,29
1792,1674,29
1793,1835,29
1794,1678,29
1795,872,29
1796,2959,29
1797,1901,29
1798,2046,29
1799,1373,29
1800,867,29
1801,202,29
1802,1063,29
1803,2022,29
1804,2689,29
1805,914,29
1806,1006,29
1807,2045,29
1808,461,29
1809,2844,29
1810,311,29
1811,2854,29
1812,752,29
1813,2023,29
1814,483,29
1815,599,29
1816,456,29
1817,60,29
1818,1521,29
1819,2631,29
1820,400,29
1821,2994,29
1822,2063,29
1823,2590,29
1824,2127,29
1825,984,29
1826,2186,29
1827,1738,29
1828,888,29
1829,1878,29
1830,1290,29
1831,2409,29
1832,1789,29
1833,32,29
1834,1742,29
1835,1935,29
1836,1248,29
1837,1435,29
1838,209,29
1839,2743,29
1840,2784,29
1841,1669,29
1842,1699,29
1843,179,29
1844,1834,29
1845,1298,29
1846,2160,29
1847,147,29
1848,2166,29
1849,864,29
1850,1991,29
1851,1915,29
1852,702,29
1853,1327,29
1854,2551,29
1855,1849,29
1856,213,29
1857,943,29
1858,1958,29
1859,1882,29
1860,36,29
1861,1857,29
1862,2242,29
1863,2345,29
1864,184,29
1865,917,29
1866,1272,29
1867,555,29
1868,1270,29
1869,221,29
1870,352,29
1871,2039,29
1872,794,29
1873,2168,29
1874,150,29
1875,1721,29
1876,1185,29
1877,2427,29
1878,1146,29
1879,1903,29
1880,704,29
1881,1775,29
1882,253,29
1883,565,29
1884,2703,29
1885,1343,29
1886,1809,29
1887,1099,29
1888,870,29
1889,630,29
1890,2789,29
1891,2436,29
1892,416,29
1893,2281,29
1894,1262,29
1895,52,29
1896,1610,29
1897,407,29
1898,648,29
1899,2121,29
1900,775,29
1901,2730,29
1902,2009,29
1903,2540,29
1904,1884,29
1905,2654,29
1906,1101,29
1907,1672,29
1908,1568,29
1909,2763,29
1910,513,29
1911,1767,29
1912,2301,29
1913,1127,29
1914,2648,29
1915,1137,29
1916,536,29
1917,1787,29
1918,1269,29
1919,51,29
1920,217,29
1921,604,29
1922,2346,29
1923,1661,29
1924,326,29
1925,1625,29
1926,2606,29
1927,2290,29
1928,877,29
1929,388,29
1930,2752,29
1931,2602,29
1932,166,29
1933,2514,29
1934,296,29
1935,198,29
1936,2315,29
1937,1631,29
1938,1251,29
1939,2764,29
1940,2561,29
1941,1887,29
1942,2353,29
1943,1677,29
1944,2997,29
1945,2093,29
1946,321,29
1947,2522,29
1948,301,29
1949,308,29
1950,2328,29
1951,2719,29
1952,2698,29
1953,977,29
1954,2772,29
1955,901,29
1956,826,29
1957,2714,29
1958,2077,29
