interaction_id,user_id,article_id
397,57,37
398,57,47
399,57,192
400,57,112
401,58,207
402,58,178
403,58,69
404,58,112
405,59,69
406,59,63
407,59,111
408,59,84
409,59,175
410,59,167
411,59,29
412,59,112
413,59,30
414,59,73
415,60,83
416,60,238
417,60,177
418,60,151
419,60,82
420,60,86
421,60,84
422,60,25
423,60,29
424,60,112
425,61,152
426,61,22
427,61,112
428,61,82
429,61,52
430,61,84
431,62,83
432,62,147
433,62,87
434,62,111
435,62,209
436,62,112
437,62,58
438,63,163
439,63,85
440,63,130
441,63,151
442,63,175
443,63,71
444,64,83
445,64,177
446,64,84
447,64,211
448,64,130
449,64,112
450,65,29
451,65,87
452,65,2
453,65,82
454,65,52
455,65,112
456,66,112
457,66,173
458,66,83
459,66,130
460,66,121
461,66,55
462,67,77
463,67,200
464,67,151
465,67,164
466,67,112
467,67,201
468,68,206
469,68,112
470,68,53
471,68,151
472,68,55
473,68,71
474,68,158
475,69,85
476,69,130
477,69,207
478,69,74
479,69,29
480,69,190
481,69,112
482,69,62
483,69,161
484,69,176
485,69,186
486,69,18
487,69,151
488,69,211
489,70,226
490,70,112
491,70,164
492,70,64
493,70,201
494,70,82
495,70,181
496,71,112
497,71,47
498,71,177
499,71,111
500,71,52
501,71,84
502,71,29
503,72,83
504,72,112
505,72,18
506,72,151
507,72,126
508,72,78
509,73,83
510,73,112
511,73,107
512,73,8
513,73,211
514,73,158
515,74,76
516,74,83
517,74,112
518,74,69
519,74,58
520,74,188
521,74,120
522,74,239
523,75,234
524,75,206
525,75,226
526,75,112
527,75,180
528,75,70
529,75,235
530,75,174
531,75,52
532,75,61
533,75,58
534,75,210
535,75,81
536,75,19
537,76,164
538,76,69
539,76,112
540,76,175
541,76,84
542,76,15
543,76,103
544,77,53
545,77,112
546,77,180
547,77,2
548,77,84
549,77,52
550,77,55
551,77,188
552,78,1
553,78,178
554,78,83
555,78,57
556,78,29
557,78,230
558,79,220
559,79,130
560,79,174
561,79,112
562,79,199
563,79,13
564,80,138
565,80,112
566,80,233
567,80,141
568,80,232
569,80,68
570,81,194
571,81,112
572,81,82
573,81,52
574,81,53
575,81,225
576,82,206
577,82,138
578,82,63
579,82,112
580,82,83
581,82,157
582,82,225
583,82,56
584,83,82
585,83,112
586,83,86
587,83,29
588,84,54
589,84,83
590,84,233
591,84,13
592,84,167
593,84,129
594,84,112
595,84,46
596,84,146
597,85,137
598,85,1
599,85,60
600,85,228
601,85,64
602,85,179
603,85,5
604,85,83
605,85,69
606,85,112
607,85,99
608,85,151
609,85,82
610,85,155
611,85,52
612,85,141
613,85,103
614,85,71
615,86,53
616,86,177
617,86,83
618,86,88
619,86,112
620,86,174
621,86,199
622,86,78
623,86,224
624,86,158
625,87,207
626,87,82
627,87,112
628,87,109
629,87,179
630,88,75
631,88,220
632,88,119
633,88,57
634,88,112
635,88,61
636,88,30
637,89,30
638,89,1
639,89,83
640,89,112
641,89,86
642,89,82
643,89,58
644,89,29
645,89,124
646,89,158
647,90,196
648,90,170
649,90,130
650,90,112
651,90,73
652,90,67
653,91,85
654,91,77
655,91,206
656,91,204
657,91,69
658,91,112
659,91,167
660,91,88
661,91,73
662,91,120
663,92,108
664,92,112
665,92,21
666,92,195
667,92,84
668,92,29
669,93,206
670,93,228
671,93,53
672,93,112
673,93,71
674,93,106
675,94,137
676,94,177
677,94,112
678,94,84
679,94,89
680,94,71
681,95,225
682,95,168
683,95,2
684,95,83
685,95,112
686,95,90
687,95,88
688,95,29
689,96,191
690,96,87
691,96,221
692,96,26
693,96,80
694,97,112
695,97,98
696,97,130
697,97,18
698,97,26
699,97,167
700,97,29
701,98,1
702,98,194
703,98,177
704,98,2
705,98,83
706,98,86
707,98,112
708,98,84
709,98,55
710,98,68
711,99,177
712,99,152
713,99,150
714,99,226
715,99,125
716,99,53
717,99,21
718,99,167
719,99,112
720,99,149
721,99,212
722,100,225
723,100,178
724,100,193
725,100,112
726,100,197
727,101,56
728,101,54
729,101,82
730,101,149
731,101,112
732,101,73
733,102,147
734,102,108
735,102,112
736,102,57
737,102,177
738,103,206
739,103,60
740,103,207
741,103,113
742,103,112
743,103,58
744,103,29
745,104,239
746,104,85
747,104,145
748,104,83
749,104,172
750,104,112
751,105,112
752,105,56
753,105,29
754,105,61
755,105,70
756,105,89
757,105,46
758,106,146
759,106,87
760,106,207
761,106,18
762,106,126
763,106,112
764,107,87
765,107,177
766,107,83
767,107,112
768,107,201
769,107,89
770,107,55
771,108,150
772,108,177
773,108,83
774,108,25
775,108,112
776,108,211
777,108,199
778,108,13
779,109,32
780,109,91
781,109,79
782,109,177
783,109,85
784,109,52
785,109,82
786,109,112
787,109,105
788,109,89
789,109,29
790,110,42
791,110,178
792,110,112
793,110,169
794,110,24
795,110,29
796,111,137
797,111,206
798,111,153
799,111,130
800,111,112
801,111,82
802,111,58
803,112,85
804,112,138
805,112,52
806,112,149
807,112,112
808,112,229
809,113,225
810,113,127
811,113,108
812,113,111
813,113,130
814,113,155
815,113,112
816,114,153
817,114,112
818,114,79
819,114,177
820,114,84
821,114,211
822,115,180
823,115,14
824,115,2
825,115,113
826,115,211
827,115,112
828,115,71
829,115,73
830,116,56
831,116,57
832,116,207
833,116,167
834,116,29
835,117,112
836,117,238
837,117,136
838,117,59
839,117,84
840,117,71
841,118,112
842,118,82
843,118,1
844,118,232
845,119,158
846,119,117
847,119,130
848,119,167
849,119,82
850,119,112
851,120,85
852,120,86
853,120,151
854,120,207
855,120,128
856,120,112
857,121,181
858,121,102
859,121,205
860,121,82
861,121,112
862,122,200
863,122,57
864,122,112
865,122,18
866,122,175
867,122,82
868,123,66
869,123,220
870,123,92
871,123,83
872,123,130
873,123,157
874,123,110
875,123,52
876,123,211
877,123,82
878,124,112
879,124,85
880,124,53
881,124,178
882,124,177
883,124,130
884,124,149
885,124,71
886,125,178
887,125,112
888,125,83
889,125,130
890,125,58
891,125,33
892,125,71
893,125,54
894,125,64
895,125,108
896,125,69
897,125,61
898,125,113
899,125,211
900,126,171
901,126,127
902,126,60
903,126,116
904,126,236
905,126,29
906,126,112
907,126,210
908,127,112
909,127,181
910,127,219
911,127,150
912,127,111
913,127,52
914,127,84
915,127,82
916,128,163
917,128,168
918,128,83
919,128,82
920,128,167
921,128,103
922,128,81
923,128,112
924,128,184
925,128,18
926,128,177
927,128,204
928,128,170
929,129,112
930,129,225
931,129,95
932,129,78
933,129,87
934,129,86
935,129,84
936,129,192
937,129,89
938,129,68
939,130,203
940,130,66
941,130,206
942,130,111
943,130,177
944,130,156
945,130,112
946,131,112
947,131,171
948,131,191
949,131,53
950,131,63
951,131,107
952,131,30
953,132,29
954,132,85
955,132,166
956,132,112
957,132,159
958,132,72
959,133,112
960,133,69
961,133,153
962,133,26
963,133,151
964,133,130
965,134,160
966,134,112
967,134,147
968,134,200
969,134,83
970,134,107
971,134,149
972,134,78
973,135,81
974,135,231
975,135,112
976,135,167
977,135,82
978,136,32
979,136,181
980,136,208
981,136,231
982,136,112
983,136,87
984,136,83
985,136,172
986,136,29
987,136,226
988,136,176
989,136,69
990,136,111
991,136,25
992,136,151
993,136,149
994,136,82
995,137,122
996,137,137
997,137,194
998,137,112
999,137,21
1000,137,233
1001,138,29
1002,138,236
1003,138,112
1004,138,130
1005,138,199
1006,138,197
1007,138,67
1008,139,13
1009,139,77
1010,139,69
1011,139,74
1012,139,167
1013,139,112
1014,140,29
1015,140,220
1016,140,112
1017,140,62
1018,140,80
1019,140,87
1020,140,170
1021,140,18
1022,140,130
1023,140,201
1024,140,179
1025,141,121
1026,141,57
1027,141,177
1028,141,112
1029,141,84
1030,141,88
1031,141,82
1032,142,13
1033,142,37
1034,142,206
1035,142,112
1036,142,157
1037,142,130
1038,142,68
1039,143,112
1040,143,70
1041,143,99
1042,143,26
1043,143,113
1044,143,130
1045,144,29
1046,144,112
1047,144,53
1048,144,177
1049,144,167
1050,144,82
1051,145,158
1052,145,239
1053,145,125
1054,145,108
1055,145,112
1056,145,54
1057,145,8
1058,145,110
1059,146,82
1060,146,81
1061,146,71
1062,146,181
1063,146,147
1064,146,112
1065,146,221
1066,146,126
1067,147,234
1068,147,171
1069,147,194
1070,147,112
1071,147,26
1072,147,188
1073,147,105
1074,147,179
1075,148,239
1076,148,29
1077,148,236
1078,148,139
1079,148,83
1080,148,130
1081,149,146
1082,149,217
1083,149,102
1084,149,138
1085,149,178
1086,149,130
1087,149,202
1088,149,112
1089,149,84
1090,150,152
1091,150,1
1092,150,200
1093,150,112
1094,150,79
1095,150,210
1096,150,201
1097,150,130
1098,150,33
1099,150,68
1100,150,13
1101,150,17
1102,150,102
1103,150,98
1104,150,174
1105,150,52
1106,150,232
1107,150,78
1108,151,29
1109,151,112
1110,151,130
1111,151,83
1112,151,16
1113,151,211
1114,151,84
1115,151,86
1116,152,17
1117,152,29
1118,152,112
1119,152,187
1120,152,207
1121,152,58
1122,152,105
1123,153,220
1124,153,112
1125,153,111
1126,153,26
1127,153,177
1128,153,65
1129,153,80
1130,153,55
1131,154,130
1132,154,195
1133,154,112
1134,154,177
1135,154,30
1136,154,84
1137,155,46
1138,155,17
1139,155,112
1140,155,161
1141,155,206
1142,155,194
1143,155,92
1144,155,83
1145,155,52
1146,155,130
1147,155,104
1148,156,29
1149,156,85
1150,156,228
1151,156,194
1152,156,87
1153,156,111
1154,157,103
1155,157,137
1156,157,108
1157,157,21
1158,157,57
1159,157,155
1160,157,177
1161,157,52
1162,157,130
1163,158,32
1164,158,122
1165,158,29
1166,158,206
1167,158,112
1168,158,80
1169,159,71
1170,159,29
1171,159,59
1172,159,151
1173,159,167
1174,159,112
1175,160,54
1176,160,64
1177,160,70
1178,160,112
1179,160,25
1180,160,179
1181,161,82
1182,161,66
1183,161,20
1184,161,108
1185,161,69
1186,161,112
1187,161,86
1188,161,177
1189,161,167
1190,161,58
1191,161,89
1192,162,82
1193,162,77
1194,162,200
1195,162,112
1196,162,230
1197,162,130
1198,163,158
1199,163,200
1200,163,2
1201,163,112
1202,163,177
1203,163,172
1204,163,149
1205,163,130
1206,164,152
1207,164,181
1208,164,1
1209,164,53
1210,164,38
1211,164,178
1212,164,233
1213,164,112
1214,164,187
1215,164,237
1216,164,151
1217,164,96
1218,164,111
1219,164,26
1220,164,177
1221,164,149
1222,165,55
1223,165,76
1224,165,112
1225,165,29
1226,165,108
1227,165,151
1228,165,149
1229,166,239
1230,166,147
1231,166,101
1232,166,215
1233,166,86
1234,166,131
1235,166,83
1236,166,112
1237,166,29
1238,167,76
1239,167,66
1240,167,176
1241,167,112
1242,167,88
1243,168,173
1244,168,66
1245,168,206
1246,168,53
1247,168,29
1248,168,112
1249,169,158
1250,169,152
1251,169,112
1252,169,85
1253,169,147
1254,169,187
1255,169,234
1256,169,70
1257,169,87
1258,169,83
1259,170,13
1260,170,176
1261,170,29
1262,170,97
1263,170,112
1264,170,188
1265,171,73
1266,171,19
1267,171,68
1268,171,138
1269,171,112
1270,171,21
1271,171,26
1272,171,151
1273,171,58
1274,172,130
1275,172,208
1276,172,38
1277,172,70
1278,172,92
1279,172,112
1280,173,13
1281,173,71
1282,173,137
1283,173,53
1284,173,194
1285,173,111
1286,173,112
1287,173,199
1288,173,172
1289,173,167
1290,174,19
1291,174,82
1292,174,137
1293,174,29
1294,174,93
1295,175,94
1296,175,164
1297,175,138
1298,175,161
1299,175,126
1300,175,69
1301,175,151
1302,175,112
1303,175,188
1304,175,105
1305,176,130
1306,176,46
1307,176,71
1308,176,83
1309,176,17
1310,176,64
1311,176,178
1312,176,157
1313,176,111
1314,176,18
1315,176,112
1316,176,211
1317,176,167
1318,176,84
1319,176,80
1320,177,71
1321,177,85
1322,177,206
1323,177,177
1324,177,159
1325,177,112
1326,178,130
1327,178,82
1328,178,150
1329,178,71
1330,178,112
1331,178,177
1332,178,211
1333,179,76
1334,179,130
1335,179,50
1336,179,83
1337,179,112
1338,180,73
1339,180,63
1340,180,26
1341,180,191
1342,180,112
1343,180,149
1344,181,179
1345,181,130
1346,181,173
1347,181,112
1348,181,69
1349,181,143
1350,182,112
1351,182,77
1352,182,147
1353,182,138
1354,182,29
1355,182,178
1356,182,229
1357,183,191
1358,183,57
1359,183,79
1360,183,174
1361,183,112
1362,183,30
1363,183,227
1364,184,122
1365,184,125
1366,184,200
1367,184,59
1368,184,15
1369,184,112
1370,184,188
1371,184,227
1372,185,130
1373,185,29
1374,185,112
1375,185,194
1376,185,26
1377,185,16
1378,186,112
1379,186,239
1380,186,193
1381,186,70
1382,186,57
1383,186,156
1384,187,112
1385,187,36
1386,187,225
1387,187,85
1388,187,194
1389,187,83
1390,187,177
1391,188,179
1392,188,112
1393,188,32
1394,188,37
1395,188,63
1396,188,148
1397,188,2
1398,188,69
1399,188,87
1400,188,111
1401,188,103
1402,189,112
1403,189,152
1404,189,170
1405,189,21
1406,189,106
1407,189,83
1408,190,81
1409,190,75
1410,190,112
1411,190,32
1412,190,179
1413,190,152
1414,190,183
1415,190,176
1416,190,211
1417,191,1
1418,191,19
1419,191,17
1420,191,112
1421,191,29
1422,191,194
1423,191,61
1424,192,112
1425,192,177
1426,192,75
1427,192,1
1428,192,228
1429,192,53
1430,192,206
1431,192,69
1432,192,118
1433,192,151
1434,193,112
1435,193,63
1436,193,193
1437,193,53
1438,193,206
1439,193,201
1440,193,159
1441,193,84
1442,193,83
1443,193,130
1444,193,54
1445,193,29
1446,193,52
1447,194,28
1448,194,29
1449,194,206
1450,194,157
1451,194,112
1452,194,104
1453,194,52
1454,195,149
1455,195,219
1456,195,225
1457,195,112
1458,195,164
1459,195,200
1460,195,178
1461,195,190
1462,196,55
1463,196,112
1464,196,121
1465,196,29
1466,196,206
1467,196,69
1468,196,126
1469,196,67
1470,197,68
1471,197,7
1472,197,179
1473,197,82
1474,197,196
1475,197,157
1476,197,112
1477,198,130
1478,198,208
1479,198,112
1480,198,29
1481,198,52
1482,199,52
1483,199,83
1484,199,82
1485,199,112
1486,199,54
1487,199,228
1488,199,176
1489,199,86
1490,199,26
1491,199,188
1492,200,225
1493,200,82
1494,200,153
1495,200,29
1496,200,61
1497,200,86
1498,200,130
1499,200,112
1500,200,84
1501,201,1
1502,201,116
1503,201,187
1504,201,85
1505,201,59
1506,201,167
1507,202,84
1508,202,112
1509,202,206
1510,202,141
1511,202,210
1512,203,13
1513,203,71
1514,203,112
1515,203,162
1516,203,58
1517,204,83
1518,204,164
1519,204,82
1520,204,54
1521,204,112
1522,204,137
1523,204,195
1524,204,156
1525,204,232
1526,204,177
1527,205,177
1528,205,52
1529,205,73
1530,205,179
1531,205,91
1532,205,82
1533,205,200
1534,205,166
1535,205,59
1536,205,86
1537,205,216
1538,205,124
1539,205,105
1540,205,46
1541,205,164
1542,205,64
1543,205,112
1544,205,176
1545,205,2
1546,205,113
1547,205,151
1548,206,52
1549,206,83
1550,206,186
1551,206,112
1552,206,69
1553,206,26
1554,206,232
1555,206,211
1556,207,33
1557,207,220
1558,207,173
1559,207,130
1560,207,177
1561,207,54
1562,207,228
1563,207,85
1564,207,112
1565,207,53
1566,207,172
1567,208,177
1568,208,95
1569,208,70
1570,208,207
1571,208,169
1572,208,109
1573,208,112
1574,209,55
1575,209,225
1576,209,112
1577,209,37
1578,209,138
1579,209,53
1580,209,79
1581,209,74
1582,209,86
1583,209,169
1584,209,126
1585,210,205
1586,210,130
1587,210,125
1588,210,236
1589,210,112
1590,210,206
1591,211,177
1592,211,46
1593,211,71
1594,211,90
1595,211,112
1596,211,29
1597,212,13
1598,212,194
1599,212,148
1600,212,53
1601,212,206
1602,212,51
1603,212,112
1604,213,35
1605,213,177
1606,213,55
1607,213,47
1608,213,112
1609,213,207
1610,213,142
1611,213,3
1612,214,73
1613,214,62
1614,214,137
1615,214,195
1616,214,112
1617,214,159
1618,215,179
1619,215,130
1620,215,87
1621,215,151
1622,215,192
1623,215,112
1624,216,46
1625,216,150
1626,216,1
1627,216,228
1628,216,112
1629,216,151
1630,216,211
1631,217,33
1632,217,130
1633,217,189
1634,217,177
1635,217,220
1636,217,236
1637,217,112
1638,217,175
1639,217,92
1640,217,69
1641,217,229
1642,218,227
1643,218,55
1644,218,177
1645,218,179
1646,218,46
1647,218,184
1648,218,130
1649,218,38
1650,218,112
1651,218,2
1652,219,105
1653,219,68
1654,219,132
1655,219,112
1656,219,206
1657,219,104
1658,220,149
1659,220,112
1660,220,177
1661,220,62
1662,220,138
1663,220,178
1664,220,71
1665,220,79
1666,220,206
1667,220,29
1668,221,80
1669,221,179
1670,221,122
1671,221,62
1672,221,130
1673,221,153
1674,221,112
1675,222,7
1676,222,101
1677,222,112
1678,222,228
1679,222,57
1680,222,194
1681,222,175
1682,223,31
1683,223,177
1684,223,14
1685,223,57
1686,223,112
1687,223,230
1688,224,177
1689,224,29
1690,224,57
1691,224,112
1692,224,51
1693,224,151
1694,225,105
1695,225,150
1696,225,130
1697,225,112
1698,225,38
1699,225,29
1700,225,175
1701,225,206
1702,225,167
1703,226,227
1704,226,83
1705,226,179
1706,226,125
1707,226,112
1708,226,172
1709,227,227
1710,227,160
1711,227,9
1712,227,85
1713,227,233
1714,227,182
1715,227,72
1716,227,201
1717,227,126
1718,227,159
1719,227,83
1720,227,235
1721,227,82
1722,227,25
1723,227,112
1724,227,232
1725,228,149
1726,228,52
1727,228,112
1728,228,95
1729,228,137
1730,228,29
1731,228,58
1732,229,149
1733,229,138
1734,229,166
1735,229,111
1736,229,112
1737,229,230
1738,230,151
1739,230,68
1740,230,181
1741,230,138
1742,230,130
1743,230,85
1744,230,194
1745,230,206
1746,230,112
1747,230,126
1748,230,229
1749,231,112
1750,231,188
1751,231,73
1752,231,122
1753,231,150
1754,231,168
1755,231,54
1756,231,138
1757,231,18
1758,231,194
1759,231,86
1760,232,80
1761,232,158
1762,232,208
1763,232,119
1764,232,29
1765,232,155
1766,232,112
1767,233,156
1768,233,219
1769,233,82
1770,233,130
1771,233,194
1772,233,112
1773,234,82
1774,234,155
1775,234,222
1776,234,112
1777,234,48
1778,235,206
1779,235,112
1780,235,163
1781,235,176
1782,235,130
1783,235,38
1784,235,223
1785,236,83
1786,236,82
1787,236,138
1788,236,61
1789,236,112
1790,236,30
1791,237,151
1792,237,76
1793,237,82
1794,237,138
1795,237,194
1796,237,29
1797,237,112
1798,238,48
1799,238,83
1800,238,177
1801,238,207
1802,238,112
1803,239,112
1804,239,211
1805,239,224
1806,239,227
1807,239,229
1808,239,208
1809,239,28
1810,239,179
1811,239,171
1812,239,177
1813,239,82
1814,239,178
1815,239,85
1816,239,206
1817,239,167
1818,239,71
1819,239,5
1820,239,70
1821,239,169
1822,239,88
1823,240,67
1824,240,84
1825,240,159
1826,240,81
1827,240,167
1828,240,75
1829,240,47
1830,240,108
1831,240,70
1832,240,25
1833,240,165
1834,241,84
1835,241,217
1836,241,112
1837,241,38
1838,241,59
1839,241,141
1840,242,67
1841,242,29
1842,242,83
1843,242,177
1844,242,125
1845,242,207
1846,242,112
1847,243,112
1848,243,164
1849,243,163
1850,243,171
1851,243,208
1852,243,87
1853,243,29
1854,243,206
1855,244,112
1856,244,29
1857,244,83
1858,244,85
1859,244,25
1860,245,226
1861,245,56
1862,245,164
1863,245,170
1864,245,69
1865,245,112
1866,245,65
1867,246,112
1868,246,163
1869,246,27
1870,246,53
1871,246,85
1872,246,56
1873,247,112
1874,247,239
1875,247,181
1876,247,208
1877,247,108
1878,248,156
1879,248,112
1880,248,127
1881,248,136
1882,248,85
1883,248,107
1884,248,207
1885,248,154
1886,249,84
1887,249,112
1888,249,168
1889,249,177
1890,249,69
1891,249,61
1892,249,29
1893,249,169
1894,250,52
1895,250,112
1896,250,239
1897,250,174
1898,250,93
1899,250,26
1900,250,104
1901,251,60
1902,251,95
1903,251,177
1904,251,228
1905,251,112
1906,251,206
1907,252,194
1908,252,1
1909,252,161
1910,252,53
1911,252,85
1912,252,112
1913,253,206
1914,253,56
1915,253,83
1916,253,112
1917,253,193
1918,253,88
1919,253,155
1920,253,69
1921,254,84
1922,254,68
1923,254,112
1924,254,195
1925,254,130
1926,254,111
1927,254,72
1928,255,167
1929,255,112
1930,255,77
1931,255,235
1932,255,187
1933,255,49
1934,255,87
1935,255,29
1936,255,3
1937,256,126
1938,256,179
1939,256,200
1940,256,53
1941,256,69
1942,256,204
1943,256,112
1944,257,167
1945,257,55
1946,257,63
1947,257,74
1948,257,112
1949,257,206
1950,258,58
1951,258,112
1952,258,184
1953,258,177
1954,258,118
1955,258,104
1956,258,107
1957,258,29
1958,258,106
1959,258,190
1960,259,56
1961,259,188
1962,259,84
1963,259,112
1964,259,83
1965,259,62
1966,259,177
1967,259,130
1968,259,57
1969,259,113
1970,259,29
1971,259,172
1972,260,52
1973,260,112
1974,260,82
1975,260,38
1976,260,194
1977,260,190
1978,261,60
1979,261,112
1980,261,48
1981,261,82
1982,261,130
1983,261,139
1984,261,14
1985,261,93
1986,261,29
1987,261,104
1988,262,234
1989,262,56
1990,262,83
1991,262,112
1992,262,111
1993,262,15
1994,263,55
1995,263,77
1996,263,83
1997,263,112
1998,263,130
1999,263,175
2000,264,229
2001,264,181
2002,264,150
2003,264,209
2004,264,177
2005,264,112
2006,264,18
2007,264,8
2008,264,111
2009,264,29
2010,265,172
2011,265,149
2012,265,47
2013,265,238
2014,265,112
2015,265,86
2016,266,159
2017,266,105
2018,266,81
2019,266,227
2020,266,13
2021,266,211
2022,266,177
2023,266,112
2024,266,14
2025,266,61
2026,266,29
2027,267,186
2028,267,83
2029,267,112
2030,267,82
2031,267,130
2032,267,53
2033,267,111
2034,268,29
2035,268,104
2036,268,172
2037,268,32
2038,268,84
2039,268,225
2040,268,112
2041,268,97
2042,268,82
2043,268,18
2044,269,52
2045,269,32
2046,269,77
2047,269,161
2048,269,112
2049,269,177
2050,269,69
2051,269,206
2052,270,29
2053,270,128
2054,270,189
2055,270,91
2056,270,171
2057,270,137
2058,270,202
2059,270,112
2060,270,85
2061,270,93
2062,270,199
2063,270,234
2064,270,76
2065,270,71
2066,270,54
2067,270,130
2068,270,118
2069,270,232
2070,271,205
2071,271,29
2072,271,137
2073,271,23
2074,271,233
2075,271,85
2076,271,59
2077,271,14
2078,271,206
2079,271,188
2080,271,116
2081,271,83
2082,271,176
2083,271,112
2084,272,154
2085,272,29
2086,272,60
2087,272,21
2088,272,178
2089,272,207
2090,272,14
2091,272,69
2092,272,112
2093,272,30
2094,273,149
2095,273,52
2096,273,42
2097,273,37
2098,273,112
2099,273,82
2100,273,177
2101,273,59
2102,273,93
2103,273,206
2104,273,54
2105,273,83
2106,273,162
2107,274,167
2108,274,180
2109,274,112
2110,274,143
2111,274,166
2112,274,53
2113,275,29
2114,275,83
2115,275,157
2116,275,55
2117,275,86
2118,275,69
2119,276,83
2120,276,187
2121,276,137
2122,276,112
2123,276,82
2124,276,59
2125,276,15
2126,277,211
2127,277,29
2128,277,173
2129,277,71
2130,277,171
2131,277,112
2132,277,70
2133,277,82
2134,277,130
2135,278,112
2136,278,29
2137,278,149
2138,278,147
